"activity" "subject_id" "feature" "mean_value"
"LAYING" 5 "tBodyAcc_std_Z" -0.968562516346154
"LAYING" 5 "tBodyAccJerk_mean_X" 0.0848164824230769
"LAYING" 5 "tBodyAccJerk_mean_Y" 0.00747460829615385
"LAYING" 5 "tBodyAccJerk_mean_Z" -0.00304067159653846
"LAYING" 5 "tBodyAccJerk_std_X" -0.983307862115385
"LAYING" 5 "tBodyAccJerk_std_Y" -0.964560430961538
"LAYING" 5 "tBodyAccJerk_std_Z" -0.985419368461538
"LAYING" 5 "tBodyAccJerkMag_mean" -0.980141253846154
"LAYING" 5 "tBodyAccJerkMag_std" -0.977477145384615
"LAYING" 5 "tBodyAccMag_mean" -0.966777882884615
"LAYING" 5 "tBodyAccMag_std" -0.958612786346154
"LAYING" 5 "tBodyGyro_mean_X" -0.0218935013501923
"LAYING" 5 "tBodyGyro_mean_Y" -0.0798709596153846
"LAYING" 5 "tBodyGyro_mean_Z" 0.159894366942308
"LAYING" 5 "tBodyGyro_std_X" -0.979498706538461
"LAYING" 5 "tBodyGyro_std_Y" -0.977427370576923
"LAYING" 5 "tBodyGyro_std_Z" -0.960583776923077
"LAYING" 5 "tBodyGyroJerk_mean_X" -0.102114125
"LAYING" 5 "tBodyGyroJerk_mean_Y" -0.0404446925288462
"LAYING" 5 "tBodyGyroJerk_mean_Z" -0.07083096875
"LAYING" 5 "tBodyGyroJerk_std_X" -0.983422257692308
"LAYING" 5 "tBodyGyroJerk_std_Y" -0.983759479230769
"LAYING" 5 "tBodyGyroJerk_std_Z" -0.989679592307692
"LAYING" 5 "tBodyGyroJerkMag_mean" -0.9864194225
"LAYING" 5 "tBodyGyroJerkMag_std" -0.98377138
"LAYING" 5 "tBodyGyroMag_mean" -0.946938300576923
"LAYING" 5 "tBodyGyroMag_std" -0.958287921923077
"LAYING" 5 "tGravityAcc_mean_X" -0.483470597692308
"LAYING" 5 "tGravityAcc_mean_Y" 0.954890346153846
"LAYING" 5 "tGravityAcc_mean_Z" 0.263644691923077
"LAYING" 5 "tGravityAcc_std_X" -0.945695336153846
"LAYING" 5 "tGravityAcc_std_Y" -0.985964053846154
"LAYING" 5 "tGravityAcc_std_Z" -0.977076645
"LAYING" 5 "tGravityAccMag_mean" -0.966777882884615
"LAYING" 5 "tGravityAccMag_std" -0.958612786346154
"LAYING" 6 "fBodyAcc_mean_X" -0.939114254210526
"LAYING" 6 "fBodyAcc_mean_Y" -0.923706791403509
"LAYING" 6 "fBodyAcc_mean_Z" -0.938044912280702
"LAYING" 6 "fBodyAcc_std_X" -0.932462941461404
"LAYING" 6 "fBodyAcc_std_Y" -0.929711219929825
"LAYING" 6 "fBodyAcc_std_Z" -0.924004748421053
"LAYING" 6 "fBodyAccJerk_mean_X" -0.967072436842105
"LAYING" 6 "fBodyAccJerk_mean_Y" -0.936043420175439
"LAYING" 6 "fBodyAccJerk_mean_Z" -0.954425844736842
"LAYING" 6 "fBodyAccJerk_std_X" -0.968619159473684
"LAYING" 6 "fBodyAccJerk_std_Y" -0.935717452807018
"LAYING" 6 "fBodyAccJerk_std_Z" -0.963567540877193
"LAYING" 6 "fBodyAccMag_mean" -0.91235165222807
"LAYING" 6 "fBodyAccMag_std" -0.905373979824561
"LAYING" 6 "fBodyBodyAccJerkMag_mean" -0.948655471052632
"LAYING" 6 "fBodyBodyAccJerkMag_std" -0.951552664035088
"LAYING" 6 "fBodyBodyGyroJerkMag_mean" -0.953695957368421
"LAYING" 6 "fBodyBodyGyroJerkMag_std" -0.955504654561404
"LAYING" 6 "fBodyBodyGyroMag_mean" -0.930153639473684
"LAYING" 6 "fBodyBodyGyroMag_std" -0.928694890175439
"LAYING" 6 "fBodyGyro_mean_X" -0.935439769649123
"LAYING" 6 "fBodyGyro_mean_Y" -0.941771544385965
"LAYING" 6 "fBodyGyro_mean_Z" -0.932636612807018
"LAYING" 6 "fBodyGyro_std_X" -0.962164978596491
"LAYING" 6 "fBodyGyro_std_Y" -0.945365097894737
"LAYING" 6 "fBodyGyro_std_Z" -0.947136774385965
"LAYING" 6 "tBodyAcc_mean_X" 0.248656520140351
"LAYING" 6 "tBodyAcc_mean_Y" -0.0102529170561404
"LAYING" 6 "tBodyAcc_mean_Z" -0.133119570368421
"LAYING" 6 "tBodyAcc_std_X" -0.934049422052632
"LAYING" 6 "tBodyAcc_std_Y" -0.924644826385965
"LAYING" 6 "tBodyAcc_std_Z" -0.925216100350877
"LAYING" 6 "tBodyAccJerk_mean_X" 0.0963481955263158
"LAYING" 6 "tBodyAccJerk_mean_Y" -0.00114529240245614
"LAYING" 6 "tBodyAccJerk_mean_Z" 0.00328817288070175
"LAYING" 6 "tBodyAccJerk_std_X" -0.966341054736842
"LAYING" 6 "tBodyAccJerk_std_Y" -0.933674494385965
"LAYING" 6 "tBodyAccJerk_std_Z" -0.959646055263158
"LAYING" 6 "tBodyAccJerkMag_mean" -0.954750504912281
"LAYING" 6 "tBodyAccJerkMag_std" -0.950341934385965
"LAYING" 6 "tBodyAccMag_mean" -0.918878850824561
"LAYING" 6 "tBodyAccMag_std" -0.897326245964912
"LAYING" 6 "tBodyGyro_mean_X" -0.0079605026754386
"LAYING" 6 "tBodyGyro_mean_Y" -0.107218315054386
"LAYING" 6 "tBodyGyro_mean_Z" 0.179102058245614
"LAYING" 6 "tBodyGyro_std_X" -0.955378225087719
"LAYING" 6 "tBodyGyro_std_Y" -0.943634949473684
"LAYING" 6 "tBodyGyro_std_Z" -0.939141878596491
"LAYING" 6 "tBodyGyroJerk_mean_X" -0.111267284631579
"LAYING" 6 "tBodyGyroJerk_mean_Y" -0.0424104289992982
"LAYING" 6 "tBodyGyroJerk_mean_Z" -0.0717774743859649
"LAYING" 6 "tBodyGyroJerk_std_X" -0.939611608245614
"LAYING" 6 "tBodyGyroJerk_std_Y" -0.958628819649123
"LAYING" 6 "tBodyGyroJerk_std_Z" -0.959579071578947
"LAYING" 6 "tBodyGyroJerkMag_mean" -0.955645738245614
"LAYING" 6 "tBodyGyroJerkMag_std" -0.953157001578947
"LAYING" 6 "tBodyGyroMag_mean" -0.908980174736842
"LAYING" 6 "tBodyGyroMag_std" -0.920914497017544
"LAYING" 6 "tGravityAcc_mean_X" -0.47670987877193
"LAYING" 6 "tGravityAcc_mean_Y" 0.956593814210526
"LAYING" 6 "tGravityAcc_mean_Z" 0.175867709021053
"LAYING" 6 "tGravityAcc_std_X" -0.887746310350877
"LAYING" 6 "tGravityAcc_std_Y" -0.959161956491228
"LAYING" 6 "tGravityAcc_std_Z" -0.928130738421053
"LAYING" 6 "tGravityAccMag_mean" -0.918878850824561
"LAYING" 6 "tGravityAccMag_std" -0.897326245964912
"LAYING" 7 "fBodyAcc_mean_X" -0.953424245576923
"LAYING" 7 "fBodyAcc_mean_Y" -0.942193953846154
"LAYING" 7 "fBodyAcc_mean_Z" -0.958611644615385
"LAYING" 7 "fBodyAcc_std_X" -0.931120580576923
"LAYING" 7 "fBodyAcc_std_Y" -0.922917902307692
"LAYING" 7 "fBodyAcc_std_Z" -0.953380646346154
"LAYING" 7 "fBodyAccJerk_mean_X" -0.980393046923077
"LAYING" 7 "fBodyAccJerk_mean_Y" -0.972531648846154
"LAYING" 7 "fBodyAccJerk_mean_Z" -0.969524977692308
"LAYING" 7 "fBodyAccJerk_std_X" -0.983560175384615
"LAYING" 7 "fBodyAccJerk_std_Y" -0.975886145
"LAYING" 7 "fBodyAccJerk_std_Z" -0.975072995192308
"LAYING" 7 "fBodyAccMag_mean" -0.927976880634615
"LAYING" 7 "fBodyAccMag_std" -0.910542462919231
"LAYING" 7 "fBodyBodyAccJerkMag_mean" -0.968066259230769
"LAYING" 7 "fBodyBodyAccJerkMag_std" -0.965359228076923
"LAYING" 7 "fBodyBodyGyroJerkMag_mean" -0.974117912115385
"LAYING" 7 "fBodyBodyGyroJerkMag_std" -0.969403035384615
"LAYING" 7 "fBodyBodyGyroMag_mean" -0.941130719230769
"LAYING" 7 "fBodyBodyGyroMag_std" -0.918892518653846
"LAYING" 7 "fBodyGyro_mean_X" -0.953684547692308
"LAYING" 7 "fBodyGyro_mean_Y" -0.957570207692308
"LAYING" 7 "fBodyGyro_mean_Z" -0.956905310961538
"LAYING" 7 "fBodyGyro_std_X" -0.962348254423077
"LAYING" 7 "fBodyGyro_std_Y" -0.939727873653846
"LAYING" 7 "fBodyGyro_std_Z" -0.9588764125
"LAYING" 7 "tBodyAcc_mean_X" 0.250176694038462
